name,longitude,latitude,prov,date,key
"Lycorma delicatula (White, 1845)",-75.2864,40.025853,gbif,2020-06-29,2813969509
"Lycorma delicatula (White, 1845)",-74.867928,39.980542,gbif,2020-06-17,2813975446
"Lycorma delicatula (White, 1845)",-75.612179,39.871992,gbif,2020-06-28,2813990910
"Lycorma delicatula (White, 1845)",-75.221528,40.123061,gbif,2020-06-27,2813997857
"Lycorma delicatula (White, 1845)",-74.98745,39.920358,gbif,2020-06-28,2814003638
"Lycorma delicatula (White, 1845)",-74.768039,40.571789,gbif,2020-06-30,2814004772
"Lycorma delicatula (White, 1845)",-75.438554,39.943679,gbif,2020-06-28,2814015627
"Lycorma delicatula (White, 1845)",-75.195211,40.455836,gbif,2020-06-28,2814017909
"Lycorma delicatula (White, 1845)",118.203895,39.240517,gbif,2020-06-28,2814023327
"Lycorma delicatula (White, 1845)",-75.215692,39.949474,gbif,2020-06-26,2814033937
"Lycorma delicatula (White, 1845)",-75.522215,39.833615,gbif,2020-06-26,2814049463
"Lycorma delicatula (White, 1845)",-75.179867,39.93767,gbif,2020-06-29,2814063362
"Lycorma delicatula (White, 1845)",-75.658707,39.699791,gbif,2020-06-21,2814064738
"Lycorma delicatula (White, 1845)",-78.127232,39.210168,gbif,2020-06-28,2814082541
"Lycorma delicatula (White, 1845)",-75.377833999999993,40.074314,gbif,2020-06-30,2814098479
"Lycorma delicatula (White, 1845)",-75.120657,39.940715,gbif,2020-06-26,2814100935
"Lycorma delicatula (White, 1845)",-74.986226,40.141456,gbif,2020-06-27,2814101287
"Lycorma delicatula (White, 1845)",-75.29894,39.874324,gbif,2020-06-26,2814112051
"Lycorma delicatula (White, 1845)",-74.944167,40.358738,gbif,2020-06-27,2814127065
