name,decimalLatitude,decimalLongitude
Ailanthus altissima,40.855469,-73.935991
Ailanthus altissima,40.872466,-73.887328
Ailanthus altissima,40.770236,-73.951776
Ailanthus altissima,40.882573,-73.904468
Ailanthus altissima,40.773778,-73.95989
Ailanthus altissima,41.352592,-88.829727
Ailanthus altissima,40.769198,-73.950186
Ailanthus altissima,40.769238,-73.950366
Ailanthus altissima,40.76912,-73.949989
Ailanthus altissima,40.770848,-73.952197
Ailanthus altissima,40.746443,-73.974872
Ailanthus altissima,40.746424,-73.975174
Ailanthus altissima,40.77361,-73.945181
Ailanthus altissima,40.774092,-73.945124
Ailanthus altissima,40.773629,-73.945381
Ailanthus altissima,40.772357,-73.95284
Ailanthus altissima,40.734752,-73.939598
Ailanthus altissima,40.888377,-73.911662
Ailanthus altissima,40.746332,-73.974875
Ailanthus altissima,40.746976,-73.971333
Ailanthus altissima,38.955929,-77.371737
Ailanthus altissima,40.772955,-73.956121
Ailanthus altissima,40.770482,-73.952533
Ailanthus altissima,37.321061,-121.854483
Ailanthus altissima,40.851645,-73.896951
Ailanthus altissima,40.851448,-73.897075
Ailanthus altissima,40.851648,-73.897334
Ailanthus altissima,40.859694,-73.89202
Ailanthus altissima,40.859764,-73.892095
Ailanthus altissima,40.856121,-73.894188
Ailanthus altissima,40.841844,-73.825234
Ailanthus altissima,40.777705,-73.951326
Ailanthus altissima,40.887198,-73.904038
Ailanthus altissima,40.736368,-73.958085
Ailanthus altissima,40.882513,-73.904438
Ailanthus altissima,40.810045,-73.876774
Ailanthus altissima,45.737597,10.090645
Ailanthus altissima,38.73507,-9.13683
Ailanthus altissima,40.768937,-73.950297
Ailanthus altissima,40.914519,-73.910088
Ailanthus altissima,40.747976,-73.975476
Ailanthus altissima,40.771321,-73.954447
Ailanthus altissima,40.771381,-73.954259
Ailanthus altissima,40.771427,-73.954434
Ailanthus altissima,40.774097,-73.945077
Ailanthus altissima,40.773679,-73.945431
Ailanthus altissima,40.773906,-73.945107
Ailanthus altissima,40.773871,-73.945218
Ailanthus altissima,40.769581,-73.951759
Ailanthus altissima,40.708369,-73.932453
Ailanthus altissima,40.779299,-73.981853
Ailanthus altissima,40.854898,-73.890739
Ailanthus altissima,40.772693,-73.955834
Ailanthus altissima,40.770641,-73.952306
Ailanthus altissima,40.859392,-73.891992
Ailanthus altissima,40.769861,-73.954606
Ailanthus altissima,40.770549,-73.952411
Ailanthus altissima,37.321899,-121.856216
Ailanthus altissima,40.577819,-73.961071
Ailanthus altissima,40.769461,-73.950029
Ailanthus altissima,40.727892,-73.991021
Ailanthus altissima,40.864288,-73.902953
Ailanthus altissima,40.864296,-73.904122
Ailanthus altissima,40.863468,-73.903517
Ailanthus altissima,40.86428,-73.902855
Ailanthus altissima,40.851567,-73.897448
Ailanthus altissima,40.851597,-73.896956
Ailanthus altissima,40.857246,-73.893878
Ailanthus altissima,40.857865,-73.893394
Ailanthus altissima,40.856076,-73.894209
Ailanthus altissima,40.858521,-73.892491
Ailanthus altissima,40.769597,-73.950341
Ailanthus altissima,40.770695,-73.952284
Ailanthus altissima,40.773089,-73.956299
Ailanthus altissima,40.748056,-73.974848
Ailanthus altissima,40.746297,-73.975445
Ailanthus altissima,40.707974,-73.93153
Ailanthus altissima,40.769144,-73.949794
Ailanthus altissima,40.769493,-73.949659
Ailanthus altissima,40.771551,-73.954336
Ailanthus altissima,40.770911,-73.953554
Ailanthus altissima,40.771253,-73.954095
Ailanthus altissima,40.771583,-73.953273
Ailanthus altissima,40.883524,-73.910596
Ailanthus altissima,40.780239,-73.981327
Ailanthus altissima,40.714525,-73.930597
Ailanthus altissima,40.779305,-73.981876
Ailanthus altissima,40.886885,-73.913476
Ailanthus altissima,40.749063,-73.975243
Ailanthus altissima,40.89547,-73.915489
Ailanthus altissima,40.790597,-73.925068
Ailanthus altissima,38.343087,-78.461599
Ailanthus altissima,40.806363,-73.886918
Ailanthus altissima,40.805756,-73.886174
Ailanthus altissima,40.809606,-73.879816
Ailanthus altissima,40.887144,-73.91399
Ailanthus altissima,41.406552,-82.232343
Ailanthus altissima,49.321062,8.54415
Ailanthus altissima,40.577603,-73.961866
Ailanthus altissima,39.23478,-84.4506
Ailanthus altissima,40.777472,-73.948798
Ailanthus altissima,40.778206,-73.950366
Ailanthus altissima,40.772332,-73.951744
Ailanthus altissima,40.656943,-73.586283
Ailanthus altissima,40.809235,-73.880061
Ailanthus altissima,40.886932,-73.913763
Ailanthus altissima,40.898912,-73.898108
Ailanthus altissima,40.748075,-73.975682
Ailanthus altissima,40.770366,-73.952518
Ailanthus altissima,40.735103,-73.93987
Ailanthus altissima,40.708704,-73.932424
Ailanthus altissima,40.770725,-73.9522
Ailanthus altissima,40.74687,-73.971372
Ailanthus altissima,40.777634,-73.95112
Ailanthus altissima,40.77287,-73.955978
Ailanthus altissima,40.770494,-73.952338
Ailanthus altissima,40.863529,-73.903365
Ailanthus altissima,40.858693,-73.892366
Ailanthus altissima,40.842741,-73.825063
Ailanthus altissima,43.132712,-77.983071
Ailanthus altissima,40.842737,-73.825169
Ailanthus altissima,38.71856,-9.17027
Ailanthus altissima,40.805807,-73.886214
Ailanthus altissima,40.805518,-73.879473
Ailanthus altissima,40.80971,-73.879167
Ailanthus altissima,40.871785,-73.884105
Ailanthus altissima,40.769724,-73.950755
Ailanthus altissima,40.769131,-73.950304
Ailanthus altissima,40.745402,-73.975003
Ailanthus altissima,40.770876,-73.952255
Ailanthus altissima,40.771505,-73.954383000000007
Ailanthus altissima,40.771514,-73.954149
Ailanthus altissima,40.771379,-73.954476
Ailanthus altissima,40.770008,-73.949559
Ailanthus altissima,40.773642,-73.945387
Ailanthus altissima,40.774114,-73.945054
Ailanthus altissima,40.76986,-73.954614
Ailanthus altissima,40.771153,-73.957799
Ailanthus altissima,40.769386,-73.954442
Ailanthus altissima,38.806632,-77.061137
Ailanthus altissima,40.770023,-73.952801
Ailanthus altissima,32.929474,-96.788105
Ailanthus altissima,40.78017,-73.981476
Ailanthus altissima,40.772257,-73.95878
Ailanthus altissima,40.693147,-73.998582
Ailanthus altissima,40.888664,-73.911637
Ailanthus altissima,40.746427,-73.975072
Ailanthus altissima,40.777683,-73.951254
Ailanthus altissima,40.778206,-73.951583
Ailanthus altissima,40.837551,-73.782814
Ailanthus altissima,41.102286,-81.503113
Ailanthus altissima,40.863368,-73.903566
Ailanthus altissima,40.851986,-73.896843
Ailanthus altissima,40.856175,-73.894621
Ailanthus altissima,40.770548,-73.952474
Ailanthus altissima,40.858011,-73.936232
Ailanthus altissima,40.770562,-73.956228
Ailanthus altissima,42.753922,-73.68142
Ailanthus altissima,40.71194,-73.896581
Ailanthus altissima,40.809279,-73.880589
Ailanthus altissima,40.809955,-73.877352
Ailanthus altissima,50.8283,4.36093
Ailanthus altissima,40.770751,-73.953052
Ailanthus altissima,40.769158,-73.950056
Ailanthus altissima,40.770889,-73.95221
Ailanthus altissima,40.770743,-73.952058
Ailanthus altissima,40.76926,-73.952039
Ailanthus altissima,40.747836,-73.975325
Ailanthus altissima,40.746413,-73.975005
Ailanthus altissima,40.768656,-73.949996
Ailanthus altissima,40.770436,-73.952166
Ailanthus altissima,40.769367,-73.949464
Ailanthus altissima,40.771434,-73.954393
Ailanthus altissima,40.771886,-73.955418
Ailanthus altissima,40.88639,-73.91062
Ailanthus altissima,40.770476,-73.952519
Ailanthus altissima,40.69256,-73.999005
Ailanthus altissima,40.854941,-73.89075
Ailanthus altissima,40.881038,-73.912771
Ailanthus altissima,40.778275,-73.95028
Ailanthus altissima,40.851852,-73.897163
Ailanthus altissima,40.851608,-73.897603
Ailanthus altissima,40.858476,-73.892921
Ailanthus altissima,40.858858,-73.892694
Ailanthus altissima,40.859107,-73.892459
Ailanthus altissima,24.371178,121.343796
Ailanthus altissima,40.771641,-73.953219
Ailanthus altissima,53.889977,10.712571
Ailanthus altissima,43.36793,5.34295
Ailanthus altissima,40.746463,-73.974943
Ailanthus altissima,40.70796,-73.931457
Ailanthus altissima,40.708132,-73.930527
Ailanthus altissima,40.768681,-73.949847
Ailanthus altissima,41.75004,1.765437
Ailanthus altissima,40.771382,-73.954443
Ailanthus altissima,40.771382,-73.954408
Ailanthus altissima,40.771029,-73.953637
Ailanthus altissima,40.711726,-73.894445
Ailanthus altissima,40.708218,-73.93224
Ailanthus altissima,40.708772,-73.932156
Ailanthus altissima,40.7706,-73.95848
Ailanthus altissima,40.746278,-73.975034
Ailanthus altissima,40.897213,-73.914986
Ailanthus altissima,40.881785,-73.848549
Ailanthus altissima,40.863519,-73.903467
Ailanthus altissima,40.859899,-73.891851
Ailanthus altissima,40.856017,-73.894746
Ailanthus altissima,40.859397,-73.892003
Ailanthus altissima,40.769246,-73.950083
Ailanthus altissima,52.396072,13.036108
Ailanthus altissima,40.867884,-73.875848
Ailanthus altissima,40.887136,-73.90403
Ailanthus altissima,40.700931,-73.502696
Ailanthus altissima,40.715114,-73.962631
Ailanthus altissima,40.80574,-73.886157
Ailanthus altissima,40.80998,-73.876919
Ailanthus altissima,40.809698,-73.878973
Ailanthus altissima,38.5324,-8.90856
Ailanthus altissima,40.77137,-73.954443
Ailanthus altissima,40.864911,-73.90235
Ailanthus altissima,40.778377,-73.95074
Ailanthus altissima,40.851374,-73.897085
Ailanthus altissima,40.851369,-73.897086
Ailanthus altissima,36.79773,126.400595
Ailanthus altissima,40.859991,-73.89172
Ailanthus altissima,40.85895,-73.892619
Ailanthus altissima,40.859133,-73.892092
Ailanthus altissima,40.856343,-73.894048
Ailanthus altissima,40.855999,-73.894253
Ailanthus altissima,40.841867,-73.825285
Ailanthus altissima,41.864222,-87.725457
Ailanthus altissima,40.906762,-73.889572
Ailanthus altissima,40.768136,-73.951928
Ailanthus altissima,40.771652,-73.953172
Ailanthus altissima,40.745418,-73.974972
Ailanthus altissima,40.89913,-73.912155
Ailanthus altissima,40.768397,-73.94968
Ailanthus altissima,40.860379,-73.839664
Ailanthus altissima,40.771433,-73.95438
Ailanthus altissima,40.771413,-73.954358
Ailanthus altissima,40.773691,-73.945489
Ailanthus altissima,40.77069,-73.956445
Ailanthus altissima,40.84723,-73.829267
Ailanthus altissima,40.711745,-73.894438
Ailanthus altissima,40.779125,-73.981934
Ailanthus altissima,35.033021,-82.003459
Ailanthus altissima,40.778242,-73.951642
Ailanthus altissima,40.777734,-73.950862
Ailanthus altissima,40.881781,-73.84854
Ailanthus altissima,40.79046,-73.925249
Ailanthus altissima,40.771917,-73.956722
Ailanthus altissima,40.803957,-73.922774
Ailanthus altissima,38.73484,-9.13666
Ailanthus altissima,40.766359,-73.953363
Ailanthus altissima,39.195907,-96.07521
Ailanthus altissima,40.769966,-73.95457
Ailanthus altissima,40.810004,-73.876965
Ailanthus altissima,40.769772,-73.94945
Ailanthus altissima,40.868142,-73.881566
Ailanthus altissima,40.778542,-73.950819
Ailanthus altissima,40.805673,-73.886212
Ailanthus altissima,40.80547,-73.879624
Ailanthus altissima,40.810003,-73.876979
Ailanthus altissima,40.809779,-73.878744
Ailanthus altissima,41.282566,-73.946534
Ailanthus altissima,40.901688,-73.890067
Ailanthus altissima,42.280925,-83.751372
Ailanthus altissima,40.771706,-73.953448
Ailanthus altissima,40.771447,-73.95498
Ailanthus altissima,40.859767,-73.933025
Ailanthus altissima,40.768827,-73.952581
Ailanthus altissima,40.87994,-73.914017
Ailanthus altissima,40.770054,-73.952499
Ailanthus altissima,40.772886,-73.95608
Ailanthus altissima,40.851817,-73.897226
Ailanthus altissima,40.851471,-73.897037
Ailanthus altissima,40.857404,-73.893343
Ailanthus altissima,40.858984,-73.892233
Ailanthus altissima,40.863327,-73.876041
Ailanthus altissima,40.905912,-73.890267
Ailanthus altissima,40.909438,-73.890537
Ailanthus altissima,40.762001,-73.954112
Ailanthus altissima,40.769242,-73.949548
Ailanthus altissima,40.769113,-73.949935
Ailanthus altissima,40.769792,-73.94901
Ailanthus altissima,40.770885,-73.953731
Ailanthus altissima,40.771607,-73.954075
Ailanthus altissima,40.90406,-77.778854
Ailanthus altissima,40.668223,-73.977901
Ailanthus altissima,40.840719,-73.786887
Ailanthus altissima,40.714127,-73.923943
Ailanthus altissima,40.772143,-73.958751
Ailanthus altissima,40.772157,-73.959024
Ailanthus altissima,40.747492,-73.96915
Ailanthus altissima,40.879878,-73.914208
Ailanthus altissima,40.770353,-73.952243
Ailanthus altissima,43.053372,-88.021836
Ailanthus altissima,40.790512,-73.925229
Ailanthus altissima,40.772652,-73.955854
Ailanthus altissima,40.544167,-74.291389
Ailanthus altissima,40.85165,-73.897366
Ailanthus altissima,40.851634,-73.896951
Ailanthus altissima,40.857759,-73.893035
Ailanthus altissima,40.856353,-73.894022
Ailanthus altissima,40.84302,-73.824925
Ailanthus altissima,40.809589,-73.879973
Ailanthus altissima,40.809219,-73.880097
Ailanthus altissima,40.809803,-73.878323
Ailanthus altissima,39.142386,-84.274577
Ailanthus altissima,52.391636,13.066722
Ailanthus altissima,40.913331,-74.091822
Ailanthus altissima,40.882553,-73.904377
Ailanthus altissima,40.809607,-73.879876
Ailanthus altissima,40.766291,-73.953451
Ailanthus altissima,40.745389,-73.975077
Ailanthus altissima,40.770467,-73.952228
Ailanthus altissima,40.769868,-73.949426
Ailanthus altissima,40.768582,-73.949668
Ailanthus altissima,40.771396,-73.954578
Ailanthus altissima,40.771151,-73.95794
Ailanthus altissima,40.770505,-73.95758
Ailanthus altissima,40.770621,-73.952363
Ailanthus altissima,40.770669,-73.952254
Ailanthus altissima,40.694381,-73.994488
Ailanthus altissima,40.779353,-73.98193
Ailanthus altissima,42.81765,-73.938829
Ailanthus altissima,40.896618,-73.912743
Ailanthus altissima,40.7814,-73.978105
Ailanthus altissima,40.772935,-73.956097
Ailanthus altissima,40.856047,-73.894211
Ailanthus altissima,40.859128,-73.892094
Ailanthus altissima,45.891531,11.034036
Ailanthus altissima,42.663792,-81.502711
Ailanthus altissima,52.432137,12.954009
Ailanthus altissima,40.76976,-73.950804
Ailanthus altissima,40.769007,-73.9503
Ailanthus altissima,40.746297,-73.97522
Ailanthus altissima,40.771311,-73.954577
Ailanthus altissima,40.769729,-73.948838
Ailanthus altissima,40.773909,-73.945117
Ailanthus altissima,40.773721,-73.945241
Ailanthus altissima,40.773761,-73.945223
Ailanthus altissima,40.773427,-73.944788
Ailanthus altissima,40.770246,-73.956294
Ailanthus altissima,40.886172,-73.910935
Ailanthus altissima,40.887591,-73.906276
Ailanthus altissima,40.772039,-73.959023
Ailanthus altissima,31.811095,-85.971353
Ailanthus altissima,40.840283,-73.786636
Ailanthus altissima,40.77031,-73.952521
Ailanthus altissima,40.840654,-73.876703
Ailanthus altissima,40.772875,-73.955977
Ailanthus altissima,40.770498,-73.952364
Ailanthus altissima,40.86495,-73.902365
Ailanthus altissima,40.859091,-73.892483
Ailanthus altissima,40.77054,-73.952557
Ailanthus altissima,40.73694,-73.957421
Ailanthus altissima,40.80548,-73.879367
Ailanthus altissima,40.761941,-73.961753
Ailanthus altissima,40.817186,-73.962773
Ailanthus altissima,40.80995,-73.877601
Ailanthus altissima,40.806357,-73.8871
Ailanthus altissima,40.809852,-73.877812
Ailanthus altissima,40.809741,-73.878496
Ailanthus altissima,40.809759,-73.878831
Ailanthus altissima,40.778248,-73.950355
Ailanthus altissima,41.68633,-87.573954
Ailanthus altissima,35.148482,-89.98327
Ailanthus altissima,40.772891,-73.956083
Ailanthus altissima,40.746343,-73.975162
Ailanthus altissima,40.77053,-73.952456
Ailanthus altissima,40.76837,-73.949627
Ailanthus altissima,40.771274,-73.95421
Ailanthus altissima,40.769736,-73.949516
Ailanthus altissima,40.768936,-73.948754
Ailanthus altissima,40.773131,-73.952249
Ailanthus altissima,35.915263,-79.044932
Ailanthus altissima,40.770395,-73.951897
Ailanthus altissima,38.791924,-77.075918
Ailanthus altissima,40.88807,-73.914776
Ailanthus altissima,40.734883,-73.939661
Ailanthus altissima,40.738485,-73.949759
Ailanthus altissima,40.780191,-73.981379
Ailanthus altissima,40.713706,-73.933218
Ailanthus altissima,40.810194,-73.861869
Ailanthus altissima,43.111929,-77.50997
Ailanthus altissima,40.799729,-73.955746
Ailanthus altissima,40.747968,-73.974857
Ailanthus altissima,40.887171,-73.915336
Ailanthus altissima,40.772956,-73.956081
Ailanthus altissima,40.784924,-73.974428
Ailanthus altissima,40.770547,-73.952476
Ailanthus altissima,40.771306,-73.954269
Ailanthus altissima,40.851416,-73.897081
Ailanthus altissima,40.692858,-73.956305
Ailanthus altissima,40.859699,-73.892082
Ailanthus altissima,40.858785,-73.892324
Ailanthus altissima,40.855985,-73.894281
Ailanthus altissima,40.20331,-8.41558
Ailanthus altissima,39.57197,-95.10969
Ailanthus altissima,37.32102,-121.854645
Ailanthus altissima,40.851547,-73.897491
Ailanthus altissima,40.85176,-73.897253
Ailanthus altissima,40.857548,-73.893216
Ailanthus altissima,40.809614,-73.879566
Ailanthus altissima,40.805513,-73.879727
Ailanthus altissima,40.809777,-73.878432
Ailanthus altissima,40.809564,-73.879961
Ailanthus altissima,40.776471,-73.967832
Ailanthus altissima,40.736817,-73.957633
Ailanthus altissima,40.746403,-73.974877
Ailanthus altissima,43.67775,-79.408112
Ailanthus altissima,40.76982,-73.948912000000007
Ailanthus altissima,40.77048,-73.952195
Ailanthus altissima,40.768713,-73.949777
Ailanthus altissima,40.771481,-73.954284
Ailanthus altissima,40.774451,-73.955594
Ailanthus altissima,40.769841,-73.954658
Ailanthus altissima,39.189389,-76.841111
Ailanthus altissima,40.779297,-73.981836
Ailanthus altissima,40.867521000000004,-73.877186
Ailanthus altissima,40.778128,-73.950453
Ailanthus altissima,40.77287,-73.955939
Ailanthus altissima,38.75522,-9.15389
Ailanthus altissima,40.718845,-89.574051
Ailanthus altissima,45.147537,8.52609
Ailanthus altissima,40.340007,-74.452519
Ailanthus altissima,40.769063,-73.950054
Ailanthus altissima,40.769128,-73.950365
Ailanthus altissima,40.769173,-73.950181
Ailanthus altissima,40.769295,-73.952153
Ailanthus altissima,40.89887,-73.898453
Ailanthus altissima,40.769232,-73.94986
Ailanthus altissima,40.769425,-73.949815
Ailanthus altissima,40.771532,-73.954257
Ailanthus altissima,40.773815,-73.94511
Ailanthus altissima,40.769483,-73.949361
Ailanthus altissima,40.76888,-73.952583
Ailanthus altissima,40.708913,-73.931512
Ailanthus altissima,40.711702,-73.933991
Ailanthus altissima,39.534352,-119.853354
Ailanthus altissima,40.884924,-73.916219
Ailanthus altissima,40.778758,-73.951131
Ailanthus altissima,40.738308,-74.001214
Ailanthus altissima,40.957691,-73.991425
Ailanthus altissima,40.790692,-73.92552
Ailanthus altissima,40.767182,-73.979248
Ailanthus altissima,40.809562,-73.880046
Ailanthus altissima,40.778145,-73.95043
Ailanthus altissima,40.778154,-73.950299
Ailanthus altissima,38.803447,-77.042686
Ailanthus altissima,40.906363,-73.901221
Ailanthus altissima,42.433628,-83.987343
Ailanthus altissima,40.858756,-73.892763
Ailanthus altissima,40.85914,-73.892069
Ailanthus altissima,40.21272,-8.40327
Ailanthus altissima,40.22504,-8.44158
Ailanthus altissima,38.71464,-9.25408
Ailanthus altissima,41.369911,-88.825592
Ailanthus altissima,42.093684,43.163302
Ailanthus altissima,40.741967,-73.977846
Ailanthus altissima,37.803408,-79.371253
Ailanthus altissima,49.126055,9.190969
Ailanthus altissima,52.483654,13.314271
Ailanthus altissima,42.403008,-71.185275
Ailanthus altissima,40.820872,-73.814195
Ailanthus altissima,40.759668,-73.959022
Ailanthus altissima,40.770539,-73.952449
Ailanthus altissima,40.760214,-73.928457
Ailanthus altissima,37.342682,-121.898094
Ailanthus altissima,40.684874,-73.636898
Ailanthus altissima,40.772582,-73.952731
Ailanthus altissima,40.772476,-73.952755
Ailanthus altissima,40.806157,-73.832118
Ailanthus altissima,40.777665,-73.952178
Ailanthus altissima,40.738248,-73.945636
Ailanthus altissima,40.74151,-73.978291
Ailanthus altissima,35.027967,-85.290908
Ailanthus altissima,46.02919,4.07259
Ailanthus altissima,38.177677,-120.392853
Ailanthus altissima,43.294672,-79.882835
Ailanthus altissima,42.890307,-78.717871
Ailanthus altissima,40.74215,-73.978645
Ailanthus altissima,49.482267,6.085429
Ailanthus altissima,40.737701,-73.942999
Ailanthus altissima,40.778411,-73.95168
Ailanthus altissima,40.874863,-73.891515
Ailanthus altissima,35.189443,-114.053006
Ailanthus altissima,39.10748,-84.350513
Ailanthus altissima,40.57473,-73.979378
Ailanthus altissima,40.755364,-73.965187
Ailanthus altissima,50.106335,8.663466
Ailanthus altissima,40.573997,-73.9794
Ailanthus altissima,40.805838,-73.832019
Ailanthus altissima,43.387059,-80.14565
Ailanthus altissima,56.354273,16.41099
Ailanthus altissima,40.863409,-73.876091
Ailanthus altissima,40.958899,-2.844834
Ailanthus altissima,50.978745,11.018152
Ailanthus altissima,45.554514,-122.659622
Ailanthus altissima,40.740134,-73.977508
Ailanthus altissima,41.781395,-73.725119
Ailanthus altissima,32.220477,-98.211072
Ailanthus altissima,38.903863,-121.066031
Ailanthus altissima,40.737851,-73.943429
Ailanthus altissima,43.045265,-87.912188
Ailanthus altissima,34.969132,-80.836081
Ailanthus altissima,40.737727,-73.943986
Ailanthus altissima,40.737425,-73.942943
Ailanthus altissima,40.874968,-73.891915
Ailanthus altissima,32.217,-98.200287
Ailanthus altissima,40.77262,-73.952564
Ailanthus altissima,42.263096,-71.764565
Ailanthus altissima,40.737947,-73.943598
Ailanthus altissima,50.106792,8.625252
Ailanthus altissima,40.737713,-73.943242
Ailanthus altissima,38.060658,-78.891388
Ailanthus altissima,39.262175,-121.022469
Ailanthus altissima,32.220463,-98.211114
Ailanthus altissima,40.737911,-73.944486
Ailanthus altissima,40.755853,-73.964596
Ailanthus altissima,40.75345,-73.963242
Ailanthus altissima,40.737424,-73.942414
Ailanthus altissima,40.737019,-73.941677
Ailanthus altissima,40.739709,-73.97785
Ailanthus altissima,38.881805,-77.118155
Ailanthus altissima,40.772462,-73.952719
Ailanthus altissima,39.00063,-76.91466
Ailanthus altissima,40.777835,-73.952164
Ailanthus altissima,40.737136,-73.941954
Ailanthus altissima,43.044682,-87.903475
Ailanthus altissima,40.73805,-73.943831
Ailanthus altissima,40.777669,-73.951368
Ailanthus altissima,40.766737,-73.953465
Ailanthus altissima,40.737114,-73.941876
Ailanthus altissima,38.904373,-77.068594
Ailanthus altissima,38.790473,-77.077364
Ailanthus altissima,40.738142,-73.943883
Ailanthus altissima,40.874898,-73.891911
Ailanthus altissima,35.851575,-79.0794
Ailanthus altissima,41.847607000000004,-74.088069
Ailanthus altissima,43.29461,-79.88276
Ailanthus altissima,40.772392,-73.952999
Ailanthus altissima,40.738046,-73.946556
Ailanthus altissima,40.788553,-73.96666
Ailanthus altissima,42.737734,-73.652333
Ailanthus altissima,40.770556,-73.952488
Ailanthus altissima,30.266657,-97.756361
Ailanthus altissima,39.739222,-74.727556
Ailanthus altissima,40.718303,-85.948692
Ailanthus altissima,42.094014,-5.028075
Ailanthus altissima,43.132944,-77.983193
Ailanthus altissima,40.759941,-73.927931
Ailanthus altissima,39.135568,-77.869152
Ailanthus altissima,49.224213,7.007683
Ailanthus altissima,40.777649,-73.950976
Ailanthus altissima,40.87493,-73.891824
Ailanthus altissima,39.986523,-74.750253
Ailanthus altissima,49.764637,8.472242
Ailanthus altissima,36.39503,-119.02253
Ailanthus altissima,40.119818,-75.455221
Ailanthus altissima,42.930406,-73.87849
Ailanthus altissima,38.472663,-77.996754
Ailanthus altissima,43.288538,-79.891383
Ailanthus altissima,40.874859,-73.891846
Ailanthus altissima,40.777379,-73.951473
Ailanthus altissima,36.284603,-83.251914
Ailanthus altissima,41.501903,-81.604718
Ailanthus altissima,38.879212,-77.101761
Ailanthus altissima,33.941903,-117.018469
Ailanthus altissima,42.388507,-71.139866
Ailanthus altissima,38.176075,-120.39167
Ailanthus altissima,52.409174,12.56416
Ailanthus altissima,37.957007,-121.85421
Ailanthus altissima,52.380848,13.063689
Ailanthus altissima,40.707855,-73.956733
Ailanthus altissima,38.063034,-78.885208
Ailanthus altissima,40.574013,-73.979392
Ailanthus altissima,40.754285,-73.965579
Ailanthus altissima,43.283337,-79.892238
Ailanthus altissima,40.678789,-74.006074
Ailanthus altissima,40.737424,-73.942967
Ailanthus altissima,38.521175,-77.03363
Ailanthus altissima,40.913586,-74.09163
Ailanthus altissima,40.874746,-73.893297
Ailanthus altissima,36.144303,-86.774803
Ailanthus altissima,40.755364,-73.965438
Ailanthus altissima,40.625582,-74.085528
Ailanthus altissima,40.737941,-73.943646
Ailanthus altissima,40.736352,-73.94051
Ailanthus altissima,45.515619,-122.715737
Ailanthus altissima,36.221298,-83.400892
Ailanthus altissima,49.73333,8.618878
Ailanthus altissima,43.29464,-79.882772
Ailanthus altissima,40.737569,-73.943416
Ailanthus altissima,39.654242000000004,-119.874692
Ailanthus altissima,40.748727,-73.967633
Ailanthus altissima,42.447463,-76.47303
Ailanthus altissima,41.783252,-87.578253
Ailanthus altissima,40.738162,-73.945981
Ailanthus altissima,34.13591,-117.453946
Ailanthus altissima,40.734184,-73.939069
Ailanthus altissima,38.762456,-83.591035
Ailanthus altissima,40.83865,-73.783354
Ailanthus altissima,43.294678,-79.882843
Ailanthus altissima,40.778474,-73.951787
Ailanthus altissima,40.770545,-73.95246
Ailanthus altissima,42.994268,-81.253862
Ailanthus altissima,40.778574,-73.951665
Ailanthus altissima,40.73705,-73.941741
Ailanthus altissima,40.574185,-73.978225
Ailanthus altissima,38.632023,-90.010726
Ailanthus altissima,40.430305,-74.560607
Ailanthus altissima,40.778365,-73.950817
Ailanthus altissima,40.740567,-73.977994
Ailanthus altissima,40.772346,-73.919612
Ailanthus altissima,44.74945,4.92002
Ailanthus altissima,40.778578,-73.951575
Ailanthus altissima,38.21225,-85.627195
Ailanthus altissima,32.22054,-98.211027
Ailanthus altissima,40.392466,-91.343966
Ailanthus altissima,40.759617,-73.958759
Ailanthus altissima,35.000733,-85.368613
Ailanthus altissima,42.985535,-81.246455
Ailanthus altissima,38.777488,-77.071608
Ailanthus altissima,40.883842,-73.692153
Ailanthus altissima,40.240702,-82.377825
Ailanthus altissima,31.943956,-86.215836
Ailanthus altissima,40.829156,-73.838471
Ailanthus altissima,40.739659,-73.978443
Ailanthus altissima,40.764563,-73.958859
Ailanthus altissima,43.24305,-79.214212
Ailanthus altissima,39.149158,-77.860595
Ailanthus altissima,40.765277,-73.958388
Ailanthus altissima,49.227694,8.361219
Ailanthus altissima,40.75377,-73.963987
Ailanthus altissima,40.748662,-73.967921
Ailanthus altissima,36.162664,-86.781602
Ailanthus altissima,41.225351,-89.35704
Ailanthus altissima,36.474357,-93.84733
Ailanthus altissima,40.863407,-73.876073
Ailanthus altissima,40.737643,-73.942939
Ailanthus altissima,40.778604,-73.95159
Ailanthus altissima,39.816534,-84.208689
Ailanthus altissima,40.777631,-73.95115
Ailanthus altissima,40.756014,-73.961261
Ailanthus altissima,38.774355,-77.069336
Ailanthus altissima,37.217525,-121.987983
Ailanthus altissima,49.74197,8.62229
Ailanthus altissima,40.737663,-73.943831
Ailanthus altissima,38.837055,-77.135124
Ailanthus altissima,41.57912,13.198666
Ailanthus altissima,44.17444,5.13205
Ailanthus altissima,40.739514,-73.978711
Ailanthus altissima,40.766917,-73.953098
Ailanthus altissima,34.146863,-118.164746
Ailanthus altissima,40.7387,-73.952395
Ailanthus altissima,39.767382,-104.978864
Ailanthus altissima,50.10419,8.72075
Ailanthus altissima,32.840183,-116.790985
Ailanthus altissima,40.739072,-73.953531
Ailanthus altissima,39.207662,-76.068428
Ailanthus altissima,40.802394,-73.933682
Ailanthus altissima,40.699092,-73.910325
Ailanthus altissima,52.504883,13.252995
Ailanthus altissima,38.990229,-76.936115
