Continent,Country,Region,Sub-Region,Latitude,Longitude,Decimal Lat,Decimal Long
Europe,Bosnia and Herzegovina,Čapljina,,43°06′42.58″N,17°42′19.74″E,43.11182778,17.70548333
Europe,Bosnia and Herzegovina,Čitluk,,43.2°N,17.7°E,43.2,17.7
Europe,Bosnia and Herzegovina,Ljubuški,,43°11′53″N,17°32′48″E,43.19805556,17.54666667
Europe,Bosnia and Herzegovina,Međugorje,,43°12′N,17°41′E,43.2,17.68333333
Europe,Bosnia and Herzegovina,Mostar,,43.333°N,17.800°E,43.333,17.8
Europe,Bosnia and Herzegovina,Stolac,,43.08250°N,17.95583°E,43.0825,17.95583
Europe,Bosnia and Herzegovina,Trebinje,,42°42′43″N,18°20′46″E,42.71194444,18.34611111
Europe,Bulgaria,Black Sea region,,41.000°N,36.000°E,41,36
Europe,Bulgaria,Danubian Plain,,43°15′N,25°20′E,43.25,25.33333333
Europe,Bulgaria,Rose Valley,,42°37′N,25°24′E,42.61666667,25.4
Europe,Bulgaria,Thrace,,42°N,26°E,42,26
Europe,Bulgaria,Valley of the Struma River,,40°47′9″N,23°50′56″E,40.78583333,23.84888889
Europe,Croatia,Continental Croatia: Central Croatia and Slavonia,Moslavina,45.56976728°N,16.72867894°E,45.56976728,16.72867894
Europe,Croatia,Continental Croatia: Central Croatia and Slavonia,Plešivica,45.726698,15.650813,45.726698,15.650813
Europe,Croatia,Continental Croatia: Central Croatia and Slavonia,Podunavlje,45.63058,18.812985,45.63058,18.812985
Europe,Croatia,Continental Croatia: Central Croatia and Slavonia,Pokuplje,45.4821410400°N,15.8118852100°E,45.48214104,15.81188521
Europe,Croatia,Continental Croatia: Central Croatia and Slavonia,Prigorje – Bilogora,45.882728°N,17.121592°E,45.882728,17.121592
Europe,Croatia,Continental Croatia: Central Croatia and Slavonia,Slavonia,45.400°N,17.317°E,45.4,17.317
Europe,Croatia,Continental Croatia: Central Croatia and Slavonia,Zagorje – Međimurje,46.466°N,16.414°E,46.466,16.414
Europe,Croatia,Littoral Croatia: Northern Croatian Littoral and Dalmatia,Croatian Coast (Hrvatsko primorje),44.931°N,14.919°E,44.931,14.919
Europe,Croatia,Littoral Croatia: Northern Croatian Littoral and Dalmatia,Dalmatian Interior (Dalmatinska zagora),43°42′42″N,16°17′02″E,43.71166667,16.28388889
Europe,Croatia,Littoral Croatia: Northern Croatian Littoral and Dalmatia,Central and South Dalmatia (Srednja i Južna Dalmacija),42.873609,17.469589,42.873609,17.469589
Europe,Croatia,Littoral Croatia: Northern Croatian Littoral and Dalmatia,Northern Dalmatia (Sjeverna Dalmacija),42.994724,17.174003,42.994724,17.174003
Europe,Croatia,Littoral Croatia: Northern Croatian Littoral and Dalmatia,Istria (Istra),45°15′40″N,13°54′16″E,45.26111111,13.90444444
Europe,Cyprus,Commandaria,,34.81696,32.909328,34.81696,32.909328
Europe,Cyprus,Laona – Akamas,,35.04°N,32.32°E,35.04,32.32
Europe,Cyprus,Vouni Panagias – Ambelitis,,34.920948,32.625669,34.920948,32.625669
Europe,Cyprus,Krasochoria Lemesou,,34.690471,33.0271,34.690471,33.0271
Europe,Cyprus,Pitsilia,,"34°55'00.0""N","33°05'00.0""E",34.91666667,33.08333333
Europe,Cyprus,Diarizos Valley,,34.772535,32.650558,34.772535,32.650558
Europe,Czech Republic,Moravia,Mikulov – Mikulovska wine,48°48′20.01″N,16°38′00″E,48.80555833,16.63333333
Europe,Czech Republic,Moravia,Slovácko,48.9653806°N,17.3504556°E,48.9653806,17.3504556
Europe,Czech Republic,Moravia,Velké Pavlovice,48°54′17″N,16°48′58″E,48.90472222,16.81611111
Europe,Czech Republic,Moravia,Znojmo,48°51′20″N,16°2′56″E,48.85555556,16.04888889
Europe,Czech Republic,Bohemia,Litoměřice,50°32′3″N,14°7′58″E,50.53416667,14.13277778
Europe,Czech Republic,Bohemia,Mělník,50°21′7″N,14°28′30″E,50.35194444,14.475
Europe,Czech Republic,Prague,Gazebo at Gröbe’s Villa,50.069114,14.445173,50.069114,14.445173
Europe,Czech Republic,Prague,St. Clare’s,50.117413,14.414066,50.117413,14.414066
Europe,Czech Republic,Prague,St. Wenceslas’ Vineyard at Prague castle,50.092387,14.407315,50.092387,14.407315
Europe,Czech Republic,Prague,Salabka,50.123407,14.413038,50.123407,14.413038
Europe,France,Alsace – Alsace wine,,48°30′N,7°30′E,48.5,7.5
Europe,France,Bordeaux – Bordeaux wine,Barsac,44°31′58″N,0°20′29″W,44.53277778,-0.341388889
Europe,France,Bordeaux – Bordeaux wine,Entre-Deux-Mers,44.845362,-0.53279,44.845362,-0.53279
Europe,France,Bordeaux – Bordeaux wine,Fronsac,44°55′30″N,0°16′19″W,44.925,-0.271944444
Europe,France,Bordeaux – Bordeaux wine,Graves,44.820305,0.599558,44.883364,-0.30293
Europe,France,Bordeaux – Bordeaux wine,Haut-Médoc,44.84961,-0.570709,44.979395,-0.617439
Europe,France,Bordeaux – Bordeaux wine,Margaux,45°02′31″N,0°40′32″W,45.04194444,-0.675555556
Europe,France,Bordeaux – Bordeaux wine,Médoc,45.000°N,1.000°W,45,-1
Europe,France,Bordeaux – Bordeaux wine,Pauillac,45°12′00″N,0°44′56″W,45.2,-0.748888889
Europe,France,Bordeaux – Bordeaux wine,Pessac-Léognan,44.721813,-0.612707,44.721813,-0.612707
Europe,France,Bordeaux – Bordeaux wine,Pomerol,44°55′58″N,0°11′57″W,44.93277778,-0.199166667
Europe,France,Bordeaux – Bordeaux wine,Saint-Émilion,44.898422,-0.165865,44.898422,-0.165865
Europe,France,Bordeaux – Bordeaux wine,Saint-Estèphe,45.250021,-0.769941,45.250021,-0.769941
Europe,France,Bordeaux – Bordeaux wine,Saint-Julien,45.154546,-0.74298,45.154546,-0.74298
Europe,France,Bordeaux – Bordeaux wine,Sauternes – Sauternes,44.820305,0.599558,44.5447,-0.3287
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Beaujolais,46.15°N,4.65°E,46.15,4.65
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Bugey,45.917°N,5.617°E,45.917,5.617
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Chablis,47°48′56″N,3°47′51″E,47.81555556,3.7975
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Côte Chalonnaise,46.81°N,4.70°E,46.81,4.7
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Côte d'Or,47°25′N,04°50′E,47.41666667,4.833333333
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Côte de Beaune,46.99000°N,4.78000°E,46.99,4.78
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Aloxe-Corton,47°03′59″N,4°51′37″E,47.06638889,4.860277778
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Auxey-Duresses,46°59′15″N,4°44′56″E,46.9875,4.748888889
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Beaune,47°01′30″N,4°50′23″E,47.025,4.839722222
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Chassagne-Montrachet,46°56′16″N,4°43′45″E,46.93777778,4.729166667
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Meursault,46°58′44″N,4°46′16″E,46.97888889,4.771111111
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Santenay,46°54′49″N,4°41′53″E,46.91361111,4.698055556
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Côte de Nuits,47.18°N,4.96°E,47.18,4.96
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Chambolle-Musigny,47°11′11″N,4°57′12″E,47.18638889,4.953333333
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Gevrey-Chambertin,47°13′38″N,4°58′05″E,47.22722222,4.968055556
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Nuits-Saint-Georges,47°08′18″N,4°57′04″E,47.13833333,4.951111111
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Vosne-Romanée,47°09′37″N,4°57′16″E,47.16027778,4.954444444
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Mâconnais,46.34°N,4.74°E,46.34,4.74
Europe,France,Burgundy (Bourgogne) – Burgundy wine,Pouilly-Fuissé,46.289111,4.740064,46.289111,4.740064
Europe,France,Champagne – Champagne,,49°N,4°E,49,4
Europe,France,Jura – Jura wine,,46°40′31″N,5°33′16″E,46.67527778,5.554444444
Europe,France,Languedoc-Roussillon,Banyuls,42.48306°N,3.12806°E,42.48306,3.12806
Europe,France,Languedoc-Roussillon,Blanquette de Limoux,43°03′28″N,2°13′09″E,43.05777778,2.219166667
Europe,France,Languedoc-Roussillon,Cabardès,43.397698,2.273708,43.397698,2.273708
Europe,France,Languedoc-Roussillon,Collioure,42°31′36″N,3°04′53″E,42.52666667,3.081388889
Europe,France,Languedoc-Roussillon,Corbières,42.840893,2.751082,45.091014,4.894386
Europe,France,Languedoc-Roussillon,Côtes du Roussillon,42°51′55″N,2°53′44″E,42.86527778,2.895555556
Europe,France,Languedoc-Roussillon,Fitou,42°53′40″N,2°58′46″E,42.89444444,2.979444444
Europe,France,Languedoc-Roussillon,Maury,42°48′44″N,2°35′41″E,42.81222222,2.594722222
Europe,France,Languedoc-Roussillon,Minervois,43.327272,2.518893,43.327272,2.518893
Europe,France,Languedoc-Roussillon,Rivesaltes,42.7697°N,2.8747°E,42.7697,2.8747
Europe,France,Loire Valley – Loire Valley (wine region),Anjou – Saumur,45.34913,4.884785,45.34913,4.884785
Europe,France,Loire Valley – Loire Valley (wine region),Cognac,45°42′N,0°20′W,45.7,-0.333333333
Europe,France,Loire Valley – Loire Valley (wine region),Muscadet,47.257866,-1.298473,47.1485,-1.3991
Europe,France,Loire Valley – Loire Valley (wine region),Pouilly-Fumé,47.12436,3.546698,47.12436,3.546698
Europe,France,Loire Valley – Loire Valley (wine region),Sancerre,47°19′55″N,2°50′24″E,47.33194444,2.84
Europe,France,Loire Valley – Loire Valley (wine region),Touraine,47.400°N,0.683°E,47.4,0.683
Europe,France,Lorraine,,49.000°N,6.000°E,49,6
Europe,France,Madiran,,43°32′58″N,0°03′28″W,43.54944444,-0.057777778
Europe,France,Provence,,43.50°N,5.50°E,43.5,5.5
Europe,France,Rhône – Rhône wine,Beaumes-de-Venise,44°07′25″N,5°01′52″E,44.12361111,5.031111111
Europe,France,Rhône – Rhône wine,Château-Grillet,45.450107,4.751732,45.450107,4.751732
Europe,France,Rhône – Rhône wine,Châteauneuf-du-Pape,44.0569°N,4.8319°E,44.0569,4.8319
Europe,France,Rhône – Rhône wine,Condrieu,45°27′50″N,4°46′06″E,45.46388889,4.768333333
Europe,France,Rhône – Rhône wine,Cornas,44°57′40″N,4°51′00″E,44.96111111,4.85
Europe,France,Rhône – Rhône wine,Côte du Rhône-Villages,44.126851,4.904873,45.078246,4.839414
Europe,France,Rhône – Rhône wine,Côte-Rôtie,45.528634,4.814411,45.500731,4.806158
Europe,France,Rhône – Rhône wine,Côtes du Rhône,44.636915,4.736058,44.9183,4.8125
Europe,France,Rhône – Rhône wine,Crozes-Hermitage,45°05′27″N,4°50′48″E,45.09083333,4.846666667
Europe,France,Rhône – Rhône wine,Gigondas,44°09′53″N,5°00′19″E,44.16472222,5.005277778
Europe,France,Rhône – Rhône wine,Hermitage,45.091837,4.843951,45.091837,4.843951
Europe,France,Rhône – Rhône wine,St. Joseph,45.555258,4.619873,45.555258,4.619873
Europe,France,Rhône – Rhône wine,Saint-Péray,44°56′58″N,4°50′45″E,44.94944444,4.845833333
Europe,France,Rhône – Rhône wine,Vacqueyras,44°08′17″N,4°58′59″E,44.13805556,4.983055556
Europe,France,Savoie,,45°35′N,6°20′E,45.58333333,6.333333333
Europe,Georgia,Abkhazia,,43.000°N,40.983°E,43,40.983
Europe,Georgia,Kakheti,,41°45′N,45°43′E,41.75,45.71666667
Europe,Georgia,Kartli,,41.26667°N,44.50278°E,41.26667,44.50278
Europe,Georgia,Imereti,,42.167°N,42.983°E,42.167,42.983
Europe,Georgia,Racha-Lechkhumi and Kvemo Svaneti,,42.633°N,43.133°E,42.633,43.133
Europe,Germany,Ahr,,,,50.43806,7.27694
Europe,Germany,Baden,,,,48.750304,8.258033
Europe,Germany,Franconia (Franken),,,,49.805992,9.92556
Europe,Germany,Hessische Bergstraße,,,,49.717,8.617
Europe,Germany,Mittelrhein,,,,50.161273,7.698375
Europe,Germany,Mosel,,,,49.929244,7.04136
Europe,Germany,Nahe,,,,49.85,7.866667
Europe,Germany,Palatinate (Pfalz),,,,49.426232,8.183756
Europe,Germany,Rheingau,,,,50.039728,8.3169
Europe,Germany,Rheinhessen,,,,49.886855,8.316094
Europe,Germany,Saale-Unstrut,,,,51.204066,11.766133
Europe,Germany,Saxony (Sachsen),,,,51.0976,13.628
Europe,Germany,Württemberg,,,,48.860024,9.239004
Europe,Greece,Aegean islands,Crete,35.2100°N,24.9100°E,35.21,24.91
Europe,Greece,Aegean islands,Limnos,39°55′N,25°15′E,39.91666667,25.25
Europe,Greece,Aegean islands,Paros,37°5′N,25°9′E,37.08333333,25.15
Europe,Greece,Aegean islands,Rhodes,36°10′N,27°56′E,36.16666667,27.93333333
Europe,Greece,Aegean islands,Samos,37°45′N,26°50′E,37.75,26.83333333
Europe,Greece,Aegean islands,Santorini,36°25′N,25°26′E,36.41666667,25.43333333
Europe,Greece,Central Greece,Attica,38.08333°N,23.50000°E,38.08333,23.5
Europe,Greece,Central Greece,Epirus,39°36′N,20°48′E,39.6,20.8
Europe,Greece,Central Greece,Zitsa,39°45′N,20°39′E,39.75,20.65
Europe,Greece,Central Greece,Thessaly,39°36′N,22°12′E,39.6,22.2
Europe,Greece,Central Greece,Nea Anchialos,39°16′N,22°49′E,39.26666667,22.81666667
Europe,Greece,Central Greece,Rapsani,39.900°N,22.550°E,39.9,22.55
Europe,Greece,Ionian Islands,Kefalonia,38.250°N,20.500°E,38.25,20.5
Europe,Greece,Macedonia,Amyntaion,40°41′N,21°41′E,40.68333333,21.68333333
Europe,Greece,Macedonia,Goumenissa,40°56′N,22°27′E,40.93333333,22.45
Europe,Greece,Macedonia,Naousa,40°38′N,22°4′E,40.63333333,22.06666667
Europe,Greece,Peloponnesus,Mantineia,37°37′3.51″N,22°23′34.33″E,37.61764167,22.39286944
Europe,Greece,Peloponnesus,Nemea,37°48′32″N,22°42′37″E,37.80888889,22.71027778
Europe,Greece,Peloponnesus,Patras,38°15′N,21°44′E,38.25,21.73333333
Europe,Hungary,Balaton,Badacsony,46°48′12.64″N,17°29′45.01″E,46.80351111,17.49583611
Europe,Hungary,Balaton,Balaton-felvidék,46.916226,17.750601,46.916226,17.750601
Europe,Hungary,Balaton,Balatonboglár,46°46′N,17°40′E,46.76666667,17.66666667
Europe,Hungary,Balaton,Balatonfüred-Csopak,46.971971,17.919719,46.971971,17.919719
Europe,Hungary,Balaton,Nagy-Somló,47°8′51.93″N,17°22′16.27″E,47.14775833,17.37118611
Europe,Hungary,Balaton,Zala,46.700029,17.213541,46.700029,17.213541
Europe,Hungary,Duna,Csongrád,46°42′41″N,20°08′25″E,46.71138889,20.14027778
Europe,Hungary,Duna,Hajós-Baja,46.384092,19.130742,46.384092,19.130742
Europe,Hungary,Duna,Kunság,,,46.863433,19.573363
Europe,Hungary,Eger,Bükk,48.082238,20.499784,48.082238,20.499784
Europe,Hungary,Eger,Eger,47°53′56″N,20°22′29″E,47.89888889,20.37472222
Europe,Hungary,Eger,Etyek-Buda,47.439742,18.740261,47.439742,18.740261
Europe,Hungary,Eger,Mátra,47.883131,19.9503,47.883131,19.9503
Europe,Hungary,Eger,Mór,47.377367,18.18903,47.377367,18.18903
Europe,Hungary,Eger,Neszmély,47°43′58″N,18°20′42″E,47.73277778,18.345
Europe,Hungary,Eger,Pannonhalma,47°32′48″N,17°45′00″E,47.54666667,17.75
Europe,Hungary,Pannon,Pécs,46.083297,18.234111,46.083297,18.234111
Europe,Hungary,Pannon,Szekszárd,46°21′21″N,18°42′14″E,46.35583333,18.70388889
Europe,Hungary,Pannon,Tolna,46.41609,18.772477,46.41609,18.772477
Europe,Hungary,Pannon,Villány,45°52′10″N,18°27′20″E,45.86944444,18.45555556
Europe,Hungary,Sopron,,47°41′06″N,16°34′59″E,47.685,16.58305556
Europe,Hungary,Tokaj,,48°07′N,21°25′E,48.11666667,21.41666667
Europe,Ireland,Cork,,51°58′N,8°35′W,51.96666667,-8.583333333
Europe,Italy,Apulia,Bianco di Locorotondo e Martina Franca,40.793633,17.369642,40.793633,17.369642
Europe,Italy,Apulia,Primitivo di Manduria,40.392881,17.629234,40.392881,17.629234
Europe,Italy,Calabria,Bivongi,38.483°N,16.450°E,38.483,16.45
Europe,Italy,Calabria,Cirò,39.394011,16.753775,39.380766,17.067477
Europe,Italy,Calabria,Gaglioppo,38.922054,16.324369,38.922054,16.324369
Europe,Italy,Calabria,Greco di Bianco,38.133065,15.920147,38.088977,16.149675
Europe,Italy,Calabria,Lamezia,38.967°N,16.300°E,38.967,16.3
Europe,Italy,Calabria,Melissa,39.305848,17.023294,39.305848,17.023294
Europe,Italy,Calabria,Sant'Anna di Isola Capo Rizzuto,39.004292,17.072269,39.004292,17.072269
Europe,Italy,Calabria,Savuto,39.033°N,16.100°E,39.033,16.1
Europe,Italy,Calabria,Scavigna,44.223224,11.836876,44.223224,11.836876
Europe,Italy,Calabria,Terre di Cosenza,43.688727,11.824356,39.30654,16.24266
Europe,Italy,Emilia-Romagna,Colli Cesenate,44.107509,12.248623,44.107509,12.248623
Europe,Italy,Emilia-Romagna,Sangiovese Superiore di Romagna,44.102471,11.87595,44.102471,11.87595
Europe,Italy,Liguria,Cinque Terre,44°7′10″N,9°43′00″E,44.11944444,9.716666667
Europe,Italy,Lombardy,Franciacorta,45.6200°N,10.0200°E,45.62,10.02
Europe,Italy,Lombardy,Oltrepo Pavese,44°59′33″N,9°0′33″E,44.9925,9.009166667
Europe,Italy,Marche,Castelli di Jesi,43.523749,13.242311,43.523749,13.242311
Europe,Italy,Marche,Conero,43.549736,13.599344,43.549736,13.599344
Europe,Italy,Marche,Piceno,42°51′17″N,13°34′31″E,42.85472222,13.57527778
Europe,Italy,Piedmont,Acqui,44°41′N,08°28′E,44.68333333,8.466666667
Europe,Italy,Piedmont,Alba,44°42′N,08°02′E,44.7,8.033333333
Europe,Italy,Piedmont,Asti,44°54′00″N,8°12′25″E,44.9,8.206944444
Europe,Italy,Piedmont,Barolo,44.610955,7.94252,44.610955,7.94252
Europe,Italy,Piedmont,Gattinara,45°37′0″N,8°22′0″E,45.61666667,8.366666667
Europe,Italy,Piedmont,Gavi,44°41′N,8°48′E,44.68333333,8.8
Europe,Italy,Piedmont,Ghemme,45°36′N,8°25′E,45.6,8.416666667
Europe,Italy,Piedmont,Langhe,44.61°N,7.97°E,44.61,7.97
Europe,Italy,Piedmont,Monferrato,45.05083°N,8.38972°E,45.05083,8.38972
Europe,Italy,Piedmont,Nizza,44.769899,8.355742,44.769899,8.355742
Europe,Italy,Piedmont,Ovada,44°38′10″N,8°38′30″E,44.63611111,8.641666667
Europe,Italy,Sardinia,Cagliari,39°13′40″N,09°06′40″E,39.22777778,9.111111111
Europe,Italy,Sardinia,Cannonau,40.258497,9.555967,40.258497,9.555967
Europe,Italy,Sardinia,Monti,40°48′N,9°20′E,40.8,9.333333333
Europe,Italy,Sardinia,Nuragus,39.783°N,9.033°E,39.783,9.033
Europe,Italy,Sardinia,Ogliastra,39.8833°N,9.5500°E,39.8833,9.55
Europe,Italy,Sicily,Etna,37.751205,14.993874,37.751205,14.993874
Europe,Italy,Sicily,Noto,36.883°N,15.083°E,36.883,15.083
Europe,Italy,Sicily,Pantelleria,36°50′N,11°57′E,36.83333333,11.95
Europe,Italy,Trentino-Alto Adige,South Tyrol,46.698445,11.412118,46.698445,11.412118
Europe,Italy,Trentino-Alto Adige,Trentino,46°26′44″N,11°10′23″E,46.44555556,11.17305556
Europe,Italy,Tuscany,Bolgheri,43°14′02.0″N,10°37′02.0″E,43.23388889,10.61722222
Europe,Italy,Tuscany,Chianti,43.526183,11.009807,43.526183,11.009807
Europe,Italy,Tuscany,Colli Etruria Centrale,43.560913,11.041351,43.560913,11.041351
Europe,Italy,Tuscany,Colline Lucchesi,43.902317,10.408215,43.902317,10.408215
Europe,Italy,Tuscany,Elba,42°46′58″N,10°17′11″E,42.78277778,10.28638889
Europe,Italy,Tuscany,Montalcino,43.050°N,11.483°E,43.05,11.483
Europe,Italy,Tuscany,Montescudaio,43.333°N,10.633°E,43.333,10.633
Europe,Italy,Tuscany,Parrina,42.484331,11.251083,42.484331,11.251083
Europe,Italy,Tuscany,Pitigliano,42°38′N,11°40′E,42.63333333,11.66666667
Europe,Italy,Tuscany,San Gimignano,43°28′05″N,11°02′31″E,43.46805556,11.04194444
Europe,Italy,Tuscany,Scansano,42.68972°N,11.33472°E,42.68972,11.33472
Europe,Italy,Tuscany,Val di Chiana,43.250°N,11.817°E,43.25,11.817
Europe,Italy,Tuscany,Val di Cornia,43.072477,10.710245,43.072477,10.710245
Europe,Italy,Tuscany,Valdinievole,43.913866,10.785235,43.913866,10.785235
Europe,Italy,Tuscany,Valle di Arbia,43.227778,11.417249,43.227778,11.417249
Europe,Italy,Umbria,Montefalco,42°53′N,12°39′E,42.88333333,12.65
Europe,Italy,Umbria,Orvieto,42°43′06″N,12°06′37″E,42.71833333,12.11027778
Europe,Italy,Umbria,Torgiano,43°2′N,12°26′E,43.03333333,12.43333333
Europe,Italy,Veneto,Arcole,45°21′N,11°17′E,45.35,11.28333333
Europe,Italy,Veneto,Bagnoli,45°11′N,11°53′E,45.18333333,11.88333333
Europe,Italy,Veneto,Bardolino,45°32′N,10°43′E,45.53333333,10.71666667
Europe,Italy,Veneto,Bianco di Custoza,45.374408,10.795732,45.374408,10.795732
Europe,Italy,Veneto,Breganze,45°42′N,11°34′E,45.7,11.56666667
Europe,Italy,Veneto,Colli Berici,45.433603,11.516109,45.433603,11.516109
Europe,Italy,Veneto,Colli di Conegliano,45°53′12.32″N,12°17′50.6″E,45.88675556,12.29738889
Europe,Italy,Veneto,Colli Euganei,45.317°N,11.667°E,45.317,11.667
Europe,Italy,Veneto,Gambellara,45.467°N,11.333°E,45.467,11.333
Europe,Italy,Veneto,Garda,45°34′N,10°43′E,45.56666667,10.71666667
Europe,Italy,Veneto,Lessini Durello,45.479686,11.290522,45.479686,11.290522
Europe,Italy,Veneto,Lison Pramaggiore,45.812869,12.736642,45.812869,12.736642
Europe,Italy,Veneto,Lugana,45.452754,10.627672,45.452754,10.627672
Europe,Italy,Veneto,Montgello e Colli Asolani,45.791177,12.092398,45.791177,12.092398
Europe,Italy,Veneto,Piave,45°50′34″N,12°6′18″E,45.84277778,12.105
Europe,Italy,Veneto,Prosecco di Conegliano – Valdobbiadene,45.898745,11.9958,45.898745,11.9958
Europe,Italy,Veneto,Soave,45.420823,11.246142,45.420823,11.246142
Europe,Italy,Veneto,Valdadige,45.669339,10.928409,45.669339,10.928409
Europe,Italy,Veneto,Valpolicella,45.5167°N,10.8833°E,45.5167,10.8833
Europe,Latvia,Sabile,,57°03′N,22°35′E,57.05,22.58333333
Europe,Lithuania,Anykščių vynas – Anykščiai,,55°32′N,25°6′E,55.53333333,25.1
Europe,Lithuania,Mėmelio vynas - Priekulė,,55°33′20″N,21°19′10″E,55.55555556,21.31944444
Europe,Luxembourg,Moselle Valley,,50.4°N,7.6°E,50.4,7.6
Europe,Moldova,Bardar,,46°54′N,28°40′E,46.9,28.66666667
Europe,Moldova,Codri,,47.1000°N,28.3000°E,47.1,28.3
Europe,Moldova,Cricova,,47.133°N,28.850°E,47.133,28.85
Europe,Moldova,Hînceşti,,46°49′N,28°35′E,46.81666667,28.58333333
Europe,Moldova,Purcari,,46°32′20″N,29°51′24″E,46.53888889,29.85666667
Europe,Montenegro,Crmnica,,42.098549,19.093775,42.098549,19.093775
Europe,Montenegro,Plantaže,,42.401555,19.264564,42.401555,19.264564
Europe,Netherlands,Groesbeek,,51°47′N,5°56′E,51.78333333,5.933333333
Europe,North Macedonia,Povardarie,,41.02927,21.326502,41.02927,21.326502
Europe,North Macedonia,Tikveš,,41.435771,22.002186,41.435771,22.002186
Europe,Poland,Dolny Śląsk,,51°05′N,16°24′E,51.08333333,16.4
Europe,Poland,Kazimierz Dolny,,51°19′N,21°57′E,51.31666667,21.95
Europe,Poland,Małopolska,,49.789875,20.219001,49.789875,20.219001
Europe,Poland,Podkarpacie,,49°57′24″N,22°10′22″E,49.95666667,22.17277778
Europe,Poland,Warka,,51°47′N,21°12′E,51.78333333,21.2
Europe,Poland,Zielona Góra,,51°56′N,15°30′E,51.93333333,15.5
Europe,Portugal,Alentejo,,38.55753,7.727599,38.198519,-7.798677
Europe,Portugal,Bairrada,,39.86943,8.240537,39.86943,8.240537
Europe,Portugal,Bucelas,,38°54′04″N,9°07′08″W,38.90111111,-9.118888889
Europe,Portugal,Carcavelos,,38.6833°N,9.3333°W,38.6833,-9.3333
Europe,Portugal,Colares,,38.803°N,9.450°W,38.803,-9.45
Europe,Portugal,Dão,,40°39′19″N,7°54′51″W,40.65527778,-7.914166667
Europe,Portugal,Lagoa,,37°8′N,8°27′W,37.13333333,-8.45
Europe,Portugal,Lagos,,37°6′10″N,8°40′22″W,37.10277778,-8.672777778
Europe,Portugal,Madeira,,32°45′N,17°00′W,32.75,-17
Europe,Portugal,Portimão,,37°8′13″N,8°32′18″W,37.13694444,-8.538333333
Europe,Portugal,Porto e Douro,,41°8′36″N,8°40′10″W,41.14333333,-8.669444444
Europe,Portugal,Setúbal,,38°31′27.5″N,8°53′33.4″W,38.52430556,-8.892611111
Europe,Portugal,Tavira,,37°07′N,7°39′W,37.11666667,-7.65
Europe,Portugal,Vinhos Verdes,,41.326861,8.317153,41.326861,8.317153
Europe,Romania,Arad,,46°10′N,21°19′E,46.16666667,21.31666667
Europe,Romania,Jamu Mare,,45°15′N,21°25′E,45.25,21.41666667
Europe,Romania,Măderat,,46°19′21″N,21°41′13″E,46.3225,21.68694444
Europe,Romania,Miniş,,46°09′N,21°35′E,46.15,21.58333333
Europe,Romania,Moldova Nouă,,44°43′4″N,21°39′50″E,44.71777778,21.66388889
Europe,Romania,Recaş,,45°48′05″N,21°30′48″E,45.80138889,21.51333333
Europe,Romania,Silagiu,,45°39′0″N,21°36′0″E,45.65,21.6
Europe,Romania,Teremia,,45°56′N,20°31′E,45.93333333,20.51666667
Europe,Romania,Tirol,,45.331949,21.595881,45.331949,21.595881
Europe,Romania,Diosig,,47°18′N,22°00′E,47.3,22
Europe,Romania,Săcuieni,,47.3525°N,22.0914°E,47.3525,22.0914
Europe,Romania,Sâniob,,47°16′00″N,22°08′00″E,47.26666667,22.13333333
Europe,Romania,Sanislău,,47°38′N,22°20′E,47.63333333,22.33333333
Europe,Romania,Valea lui Mihai,,47°31′12″N,22°7′48″E,47.52,22.13
Europe,Romania,Adamclisi,,44.07917°N,27.95417°E,44.07917,27.95417
Europe,Romania,Aliman,,44.25000°N,27.66667°E,44.25,27.66667
Europe,Romania,Babadag,,44°53′53″N,28°44′31″E,44.89805556,28.74194444
Europe,Romania,Băneasa,,44°29′32.82″N,26°4′44.84″E,44.49245,26.07912222
Europe,Romania,Cernavodă,,44°20′17″N,28°02′01″E,44.33805556,28.03361111
Europe,Romania,Chirnogeni,,43°54′0″N,28°14′0″E,43.9,28.23333333
Europe,Romania,Dăeni,,44°50′N,28°07′E,44.83333333,28.11666667
Europe,Romania,Hârşova,,44°41′0″N,27°57′7″E,44.68333333,27.95194444
Europe,Romania,Istria,,45.26111°N,13.90444°E,45.26111,13.90444
Europe,Romania,Măcin,,45°14′44″N,28°7′23″E,45.24555556,28.12305556
Europe,Romania,Medgidia,,44°15′01″N,28°15′41″E,44.25027778,28.26138889
