name,latitude,longitude,prov,date,key
"Lycorma delicatula (White, 1845)",40.127724,-76.16452,gbif,2019-06-16,2269269943
"Lycorma delicatula (White, 1845)",40.601668,-75.299325,gbif,2019-06-17,2269290819
"Lycorma delicatula (White, 1845)",36.723872,126.883327,gbif,2019-06-23,2273254080
"Lycorma delicatula (White, 1845)",37.475378,126.925017,gbif,2019-06-25,2294430769
"Lycorma delicatula (White, 1845)",31.158051,121.282295,gbif,2019-06-22,2459999229
"Lycorma delicatula (White, 1845)",32.101592,118.813562,gbif,2019-06-12,2626150464
"Lycorma delicatula (White, 1845)",39.113567,117.161278,gbif,2019-07-02,2283118782
"Lycorma delicatula (White, 1845)",36.790635,126.590053,gbif,2019-07-04,2283152996
"Lycorma delicatula (White, 1845)",36.861905,128.102217,gbif,2019-07-07,2283203394
"Lycorma delicatula (White, 1845)",37.518895,126.920626,gbif,2019-07-14,2294484764
"Lycorma delicatula (White, 1845)",37.430598,127.095086,gbif,2019-07-16,2294524143
"Lycorma delicatula (White, 1845)",40.126664,-75.442878,gbif,2019-07-12,2294525963
"Lycorma delicatula (White, 1845)",37.625784,115.637792,gbif,2019-07-17,2294541749
"Lycorma delicatula (White, 1845)",39.923994,116.512451,gbif,2019-07-17,2294541864
"Lycorma delicatula (White, 1845)",36.436867,126.529037,gbif,2019-07-18,2294553408
"Lycorma delicatula (White, 1845)",35.15212,126.849137,gbif,2019-07-25,2294675855
"Lycorma delicatula (White, 1845)",40.416204,-74.682256,gbif,2019-07-24,2311338060
"Lycorma delicatula (White, 1845)",39.61922,115.58808,gbif,2019-07-17,2311409671
"Lycorma delicatula (White, 1845)",35.321583,128.195367,gbif,2019-07-30,2311410539
"Lycorma delicatula (White, 1845)",25.874191,108.975599,gbif,2019-07-05,2397484717
"Lycorma delicatula (White, 1845)",36.2599,127.965123,gbif,2019-08-04,2331895136
"Lycorma delicatula (White, 1845)",40.061107,-75.257744,gbif,2019-08-05,2331919756
"Lycorma delicatula (White, 1845)",40.007428,116.483517,gbif,2019-08-06,2331928840
"Lycorma delicatula (White, 1845)",40.037269,-75.691371,gbif,2019-08-06,2331932630
"Lycorma delicatula (White, 1845)",38.03722,114.415909,gbif,2019-08-06,2331933086
"Lycorma delicatula (White, 1845)",36.72671,126.600622,gbif,2019-08-07,2331947484
"Lycorma delicatula (White, 1845)",40.555893,-75.204041,gbif,2019-08-08,2331968758
"Lycorma delicatula (White, 1845)",39.788472,-76.230326,gbif,2019-08-08,2331969332
"Lycorma delicatula (White, 1845)",36.974903,127.02826,gbif,2019-08-11,2350363180
"Lycorma delicatula (White, 1845)",40.140922,-75.285626,gbif,2019-08-12,2350395387
"Lycorma delicatula (White, 1845)",40.753891,-75.192749,gbif,2019-08-09,2366075612
"Lycorma delicatula (White, 1845)",36.652863,117.013405,gbif,2019-08-21,2366129347
"Lycorma delicatula (White, 1845)",40.710477,-75.046172,gbif,2019-08-21,2366143637
"Lycorma delicatula (White, 1845)",39.989075,116.1884,gbif,2019-08-28,2397617610
"Lycorma delicatula (White, 1845)",39.192006,-78.133,gbif,2019-08-20,2423214364
"Lycorma delicatula (White, 1845)",39.992358,-75.999078,gbif,2019-09-01,2397658846
"Lycorma delicatula (White, 1845)",40.683543,117.222564,gbif,2019-09-01,2397674288
"Lycorma delicatula (White, 1845)",40.797063,-75.072509,gbif,2019-09-04,2422905262
"Lycorma delicatula (White, 1845)",40.385015,-76.363307,gbif,2019-09-07,2422952691
